customer_id,name,email,phone,age,sex,join_date,leave_date,churn_flag,subscription_plan,city,zip_code,last_login_date
201,Linda Jones,linda.jones59@example.com,+1-836-484-5754,50,Female,2021-12-27,,0,Enterprise,Oulu,48832,2024-03-02
202,Laura Davis,laura.davis64@yahoo.com,+1-675-696-4217,20,Other,2019-05-05,2020-03-20,1,Free,Helsinki,06576,2023-04-02
203,Robert Jones,robert.jones82@hotmail.com,+1-929-398-9551,33,Female,2020-11-19,2021-07-13,1,Enterprise,Tampere,09241,2023-07-06
204,Michael Davis,michael.davis83@gmail.com,+1-877-329-1565,30,Other,2017-09-11,,0,Enterprise,Jyväskylä,70424,2022-11-10
205,Michael Miller,michael.miller38@hotmail.com,+1-603-804-7362,54,Other,2022-07-11,,0,Enterprise,Espoo,35722,2022-12-05
206,Sarah Wilson,sarah.wilson41@yahoo.com,+1-304-204-5005,74,Male,2023-08-22,2024-02-06,1,Basic,Lahti,70466,2025-03-23
207,John Garcia,john.garcia83@gmail.com,+1-502-809-4298,18,Other,2015-12-01,2019-02-16,1,Free,Pori,42517,2016-11-06
208,Jane Miller,jane.miller69@gmail.com,+1-670-533-6938,33,Female,2018-04-22,,0,Premium,Helsinki,78206,2020-06-27
209,Robert Brown,robert.brown91@gmail.com,+1-976-425-8691,41,Female,2015-08-26,,0,Enterprise,Espoo,26652,2023-09-01
210,Linda Brown,linda.brown44@yahoo.com,+1-825-360-9212,36,Other,2018-02-05,,0,Basic,Vantaa,08236,2025-03-24
211,Alex Jones,alex.jones23@example.com,+1-575-346-7855,70,Other,2022-12-10,,0,Enterprise,Espoo,97328,2025-01-29
212,Alex Smith,alex.smith19@example.com,+1-453-449-4467,25,Male,2016-01-22,,0,Basic,Jyväskylä,68776,2017-07-24
213,Emily Williams,emily.williams8@gmail.com,+1-613-474-7985,62,Male,2022-09-09,2023-11-05,1,Enterprise,Vantaa,11186,2025-04-27
214,Jane Wilson,jane.wilson34@yahoo.com,+1-970-749-8569,47,Other,2024-01-22,,0,Basic,Espoo,81359,2024-10-06
215,Sarah Jones,sarah.jones29@gmail.com,+1-268-356-6382,41,Female,2025-02-02,2025-04-15,1,Basic,Tampere,45694,2025-02-02
216,Emily Garcia,emily.garcia33@hotmail.com,+1-791-416-8710,24,Male,2024-12-28,2025-04-26,1,Basic,Espoo,68208,2025-04-06
217,John Rodriguez,john.rodriguez95@hotmail.com,+1-243-571-6073,23,Other,2022-02-08,2023-02-28,1,Basic,Turku,66197,2024-02-14
218,Alex Brown,alex.brown80@hotmail.com,+1-406-439-8920,43,Male,2020-02-26,2021-07-21,1,Premium,Turku,02668,2022-06-23
219,John Brown,john.brown11@hotmail.com,+1-437-651-7785,52,Male,2023-08-27,,0,Basic,Turku,78988,2024-06-16
220,Robert Jones,robert.jones33@hotmail.com,+1-854-234-2583,67,Other,2018-10-22,,0,Free,Espoo,74604,2022-02-13
221,Jane Rodriguez,jane.rodriguez82@example.com,+1-901-486-4214,68,Male,2017-09-03,2017-10-08,1,Enterprise,Tampere,14118,2023-03-23
222,Emily Smith,emily.smith69@hotmail.com,+1-460-270-4948,21,Female,2021-07-06,,0,Enterprise,Jyväskylä,58776,2024-03-07
223,Linda Davis,linda.davis78@yahoo.com,+1-947-635-8608,65,Male,2019-12-08,,0,Free,Helsinki,79340,2024-05-06
224,Jane Wilson,jane.wilson32@gmail.com,+1-609-234-2243,22,Female,2023-11-10,,0,Enterprise,Turku,86221,2024-10-24
225,Sarah Miller,sarah.miller30@gmail.com,+1-506-548-2003,61,Female,2017-09-22,,0,Basic,Kuopio,04591,2019-05-12
226,Laura Williams,laura.williams5@gmail.com,+1-380-841-1482,42,Male,2017-04-19,,0,Basic,Lahti,05155,2025-04-12
227,Sarah Johnson,sarah.johnson66@hotmail.com,+1-830-749-4615,78,Male,2016-04-08,,0,Enterprise,Pori,02238,2025-01-19
228,Sarah Williams,sarah.williams29@gmail.com,+1-457-805-3143,56,Male,2022-02-08,2024-12-08,1,Premium,Espoo,58086,2022-06-11
229,Sarah Davis,sarah.davis93@yahoo.com,+1-278-593-6750,68,Other,2015-03-03,2020-07-15,1,Free,Jyväskylä,57161,2015-10-28
230,John Brown,john.brown8@yahoo.com,+1-662-447-1084,40,Female,2018-07-07,,0,Enterprise,Helsinki,30998,2019-02-08
231,Jane Garcia,jane.garcia41@hotmail.com,+1-383-753-5015,50,Other,2017-12-08,,0,Basic,Tampere,43993,2022-08-05
232,Jane Wilson,jane.wilson11@gmail.com,+1-652-595-8374,77,Other,2017-07-21,,0,Free,Oulu,46151,2019-01-09
233,Alex Davis,alex.davis1@example.com,+1-581-250-9733,79,Male,2019-06-28,2023-07-19,1,Free,Oulu,61199,2020-07-02
234,John Garcia,john.garcia99@gmail.com,+1-546-808-3071,74,Male,2019-02-20,,0,Free,Helsinki,84867,2023-07-08
235,Emily Miller,emily.miller93@yahoo.com,+1-231-200-4604,65,Male,2019-09-11,,0,Enterprise,Tampere,61354,2020-06-20
236,John Smith,john.smith17@yahoo.com,+1-212-270-2813,73,Female,2025-01-23,,0,Enterprise,Helsinki,59335,2025-02-11
237,Michael Davis,michael.davis32@gmail.com,+1-875-360-6341,36,Other,2022-12-08,,0,Free,Espoo,54647,2025-02-09
238,Jane Rodriguez,jane.rodriguez96@example.com,+1-542-812-5730,59,Female,2019-02-03,,0,Free,Jyväskylä,76882,2022-02-15
239,Alex Rodriguez,alex.rodriguez79@hotmail.com,+1-463-748-9106,45,Male,2021-08-10,2023-06-05,1,Basic,Helsinki,69732,2023-07-30
240,Laura Davis,laura.davis63@hotmail.com,+1-544-207-9052,20,Other,2021-12-05,2025-01-06,1,Enterprise,Tampere,03346,2024-10-26
241,Jane Johnson,jane.johnson88@gmail.com,+1-264-264-2013,72,Male,2020-10-29,,0,Enterprise,Helsinki,74086,2022-09-05
242,Jane Brown,jane.brown57@gmail.com,+1-837-340-4235,77,Female,2018-05-17,2020-12-10,1,Enterprise,Kuopio,82977,2021-03-31
243,David Wilson,david.wilson64@example.com,+1-315-545-5242,30,Female,2022-02-06,,0,Basic,Oulu,30780,2023-02-05
244,Michael Miller,michael.miller9@hotmail.com,+1-470-594-6819,28,Other,2022-03-25,,0,Enterprise,Jyväskylä,57722,2024-08-18
245,Laura Williams,laura.williams88@hotmail.com,+1-935-321-6108,64,Other,2019-03-17,,0,Enterprise,Jyväskylä,97069,2020-09-03
246,Alex Brown,alex.brown9@hotmail.com,+1-494-882-7818,61,Female,2021-10-24,,0,Free,Turku,54367,2023-08-30
247,John Jones,john.jones83@yahoo.com,+1-647-829-4060,44,Female,2024-11-25,,0,Free,Espoo,14531,2025-03-17
248,Sarah Garcia,sarah.garcia77@example.com,+1-616-629-2063,61,Other,2020-11-01,,0,Enterprise,Kuopio,83989,2022-02-16
249,Alex Garcia,alex.garcia43@example.com,+1-209-627-6763,41,Other,2023-04-08,,0,Enterprise,Helsinki,28318,2024-02-01
250,Alex Davis,alex.davis42@yahoo.com,+1-641-654-6181,48,Female,2022-09-27,,0,Enterprise,Lahti,12765,2023-09-04
251,Robert Jones,robert.jones3@example.com,+1-352-422-5004,62,Other,2015-10-21,2016-01-06,1,Enterprise,Oulu,44110,2021-11-21
252,John Rodriguez,john.rodriguez82@example.com,+1-255-759-4019,74,Other,2020-10-17,,0,Premium,Turku,57155,2022-12-09
253,Sarah Smith,sarah.smith55@gmail.com,+1-285-617-6073,54,Female,2025-03-19,,0,Premium,Espoo,60403,2025-04-12
254,Alex Garcia,alex.garcia94@hotmail.com,+1-624-544-8608,46,Male,2024-03-20,,0,Enterprise,Tampere,11631,2024-12-22
255,David Wilson,david.wilson17@yahoo.com,+1-881-639-4377,43,Male,2023-07-25,2025-04-04,1,Basic,Tampere,59282,2023-10-25
256,David Smith,david.smith61@gmail.com,+1-827-636-1522,59,Other,2024-04-28,,0,Free,Turku,09331,2024-10-27
257,Sarah Wilson,sarah.wilson52@example.com,+1-632-368-6964,77,Other,2017-07-19,2019-01-27,1,Free,Pori,66971,2023-04-10
258,Laura Garcia,laura.garcia83@yahoo.com,+1-830-502-8445,72,Female,2015-11-04,,0,Premium,Tampere,81332,2016-08-01
259,Linda Smith,linda.smith47@example.com,+1-548-807-6484,36,Other,2022-05-05,,0,Basic,Espoo,36003,2023-02-01
260,Jane Wilson,jane.wilson85@example.com,+1-873-827-8921,19,Female,2015-06-17,2018-02-25,1,Basic,Kuopio,22496,2022-09-18
261,Jane Rodriguez,jane.rodriguez69@gmail.com,+1-531-331-8862,79,Female,2021-07-16,,0,Free,Turku,40233,2024-10-26
262,Michael Smith,michael.smith19@example.com,+1-677-841-2945,44,Other,2019-06-01,,0,Enterprise,Helsinki,49985,2019-12-01
263,Linda Davis,linda.davis65@gmail.com,+1-659-209-5289,79,Female,2015-07-11,,0,Enterprise,Tampere,85976,2019-12-02
264,Emily Davis,emily.davis70@example.com,+1-858-320-9153,21,Other,2024-07-23,,0,Basic,Lahti,46238,2024-10-25
265,Linda Wilson,linda.wilson57@example.com,+1-277-266-4114,59,Female,2021-10-03,,0,Premium,Espoo,95026,2024-02-22
266,David Davis,david.davis59@gmail.com,+1-698-676-9615,70,Other,2016-06-24,2023-11-16,1,Basic,Vantaa,74273,2023-10-14
267,David Johnson,david.johnson6@gmail.com,+1-685-337-8573,24,Female,2019-10-14,,0,Premium,Lahti,55873,2021-10-18
268,Laura Wilson,laura.wilson6@gmail.com,+1-416-275-1250,47,Male,2020-07-05,,0,Enterprise,Lahti,36653,2021-10-21
269,Laura Miller,laura.miller90@gmail.com,+1-945-749-6200,71,Other,2016-08-31,,0,Enterprise,Vantaa,02763,2017-08-04
270,David Williams,david.williams74@hotmail.com,+1-800-667-7288,77,Female,2019-01-25,,0,Basic,Jyväskylä,86357,2020-05-14
271,David Johnson,david.johnson46@hotmail.com,+1-939-465-3500,35,Male,2021-10-22,2024-11-24,1,Free,Turku,08434,2024-06-22
272,David Wilson,david.wilson29@example.com,+1-878-698-8993,59,Other,2019-08-28,,0,Basic,Lahti,92333,2025-02-01
273,Linda Williams,linda.williams68@gmail.com,+1-696-427-1341,43,Male,2021-03-16,,0,Basic,Pori,26777,2022-11-21
274,Michael Davis,michael.davis46@example.com,+1-502-375-6190,29,Female,2022-08-19,2024-03-25,1,Premium,Espoo,87320,2022-12-04
275,Laura Davis,laura.davis30@yahoo.com,+1-447-504-5828,35,Other,2019-09-30,2022-07-13,1,Premium,Helsinki,74892,2021-10-28
276,Laura Garcia,laura.garcia80@example.com,+1-213-890-5245,67,Other,2024-11-03,,0,Premium,Vantaa,68399,2025-04-27
277,Alex Brown,alex.brown17@gmail.com,+1-661-759-1058,28,Female,2023-10-11,2023-12-15,1,Basic,Turku,48705,2024-01-09
278,Linda Wilson,linda.wilson93@hotmail.com,+1-697-409-5739,59,Female,2018-05-21,,0,Premium,Espoo,55539,2025-03-21
279,Michael Rodriguez,michael.rodriguez91@hotmail.com,+1-959-568-2719,55,Female,2016-02-12,,0,Premium,Kuopio,24622,2019-01-15
280,Alex Davis,alex.davis66@yahoo.com,+1-541-235-4388,61,Male,2018-07-26,,0,Free,Oulu,57027,2022-02-18
281,Jane Davis,jane.davis13@gmail.com,+1-287-280-8039,34,Female,2021-03-24,2023-11-25,1,Enterprise,Tampere,11727,2023-12-15
282,Sarah Brown,sarah.brown89@gmail.com,+1-749-510-3333,37,Female,2023-02-01,2024-05-07,1,Free,Tampere,41675,2024-12-11
283,Linda Wilson,linda.wilson81@example.com,+1-407-472-7366,26,Other,2019-05-15,,0,Basic,Espoo,35672,2025-03-01
284,Michael Brown,michael.brown36@yahoo.com,+1-839-263-6107,73,Male,2019-04-04,,0,Basic,Kuopio,35398,2020-11-27
285,Laura Miller,laura.miller70@example.com,+1-309-777-4467,67,Other,2016-06-22,2024-05-19,1,Basic,Oulu,09558,2022-04-16
286,John Johnson,john.johnson87@hotmail.com,+1-667-750-7619,64,Other,2016-08-22,,0,Basic,Pori,69093,2017-03-16
287,Michael Wilson,michael.wilson15@hotmail.com,+1-560-478-5572,25,Male,2016-07-04,,0,Basic,Jyväskylä,23207,2025-01-01
288,John Garcia,john.garcia80@yahoo.com,+1-252-987-1374,24,Female,2020-05-31,2024-08-28,1,Free,Jyväskylä,24321,2020-12-19
289,David Garcia,david.garcia11@gmail.com,+1-678-997-3082,28,Other,2024-05-14,,0,Premium,Vantaa,25277,2024-09-18
290,Laura Williams,laura.williams60@yahoo.com,+1-598-919-3239,71,Female,2021-06-13,2023-12-29,1,Premium,Jyväskylä,45523,2021-07-18
291,Robert Rodriguez,robert.rodriguez90@hotmail.com,+1-782-970-1616,77,Male,2024-03-24,,0,Enterprise,Oulu,87535,2024-07-25
292,David Davis,david.davis85@gmail.com,+1-942-850-5870,77,Female,2016-10-02,,0,Free,Oulu,26256,2024-09-19
293,Jane Garcia,jane.garcia11@yahoo.com,+1-406-822-1407,23,Female,2017-11-13,,0,Enterprise,Vantaa,77696,2024-10-01
294,John Williams,john.williams86@example.com,+1-669-548-4815,71,Female,2019-07-06,,0,Premium,Jyväskylä,63424,2024-06-22
295,Jane Miller,jane.miller26@hotmail.com,+1-781-367-5189,18,Male,2019-06-20,2023-05-05,1,Premium,Tampere,22104,2019-12-01
296,John Smith,john.smith30@gmail.com,+1-456-805-2769,65,Female,2021-07-23,,0,Premium,Pori,64352,2021-09-28
297,David Wilson,david.wilson32@example.com,+1-606-326-5343,26,Other,2019-02-20,,0,Premium,Jyväskylä,14395,2019-04-16
298,David Jones,david.jones44@yahoo.com,+1-222-476-2751,58,Male,2023-09-16,,0,Enterprise,Turku,75618,2024-02-10
299,Michael Jones,michael.jones41@yahoo.com,+1-660-943-1548,71,Male,2016-07-26,2018-03-11,1,Premium,Pori,76032,2018-05-24
300,Robert Garcia,robert.garcia68@example.com,+1-882-892-4771,20,Other,2022-04-01,2022-06-02,1,Free,Kuopio,75133,2025-01-10
301,Sarah Smith,sarah.smith21@gmail.com,+1-622-686-2366,72,Female,2015-01-19,,0,Free,Espoo,59473,2024-08-22
302,Linda Jones,linda.jones3@hotmail.com,+1-487-621-5272,70,Male,2015-02-26,,0,Basic,Lahti,66944,2019-11-26
303,Linda Williams,linda.williams39@example.com,+1-604-268-3726,47,Male,2024-06-25,,0,Premium,Turku,22763,2024-10-06
304,Robert Smith,robert.smith17@example.com,+1-879-850-3072,28,Male,2017-10-27,,0,Basic,Vantaa,44016,2019-03-23
305,David Johnson,david.johnson8@example.com,+1-775-663-3335,59,Female,2025-03-08,,0,Premium,Tampere,58706,2025-03-12
306,Laura Williams,laura.williams64@hotmail.com,+1-971-658-3876,79,Male,2019-01-03,,0,Basic,Vantaa,26504,2024-08-16
307,Jane Garcia,jane.garcia14@hotmail.com,+1-988-255-1391,73,Male,2021-01-13,,0,Free,Pori,51340,2024-04-29
308,Jane Miller,jane.miller48@hotmail.com,+1-719-415-9955,64,Male,2019-06-21,2025-01-25,1,Premium,Helsinki,53360,2022-05-28
309,Alex Miller,alex.miller18@example.com,+1-344-547-2109,66,Male,2020-11-01,,0,Premium,Vantaa,71288,2025-01-18
310,Michael Johnson,michael.johnson2@gmail.com,+1-512-529-7467,69,Male,2021-06-11,,0,Enterprise,Turku,13940,2023-09-09
311,Sarah Rodriguez,sarah.rodriguez45@example.com,+1-250-427-9146,51,Other,2025-04-18,,0,Enterprise,Jyväskylä,95349,2025-04-23
312,Emily Davis,emily.davis17@example.com,+1-245-298-3819,31,Other,2016-02-11,2017-04-19,1,Enterprise,Jyväskylä,71491,2024-11-08
313,Linda Davis,linda.davis96@example.com,+1-314-340-8785,51,Other,2022-09-23,,0,Free,Vantaa,95591,2024-02-04
314,Jane Williams,jane.williams31@yahoo.com,+1-207-850-8745,38,Female,2020-08-22,,0,Basic,Vantaa,26257,2022-12-01
315,Sarah Wilson,sarah.wilson32@example.com,+1-315-567-3408,47,Other,2023-11-07,,0,Premium,Pori,91626,2024-04-22
316,John Miller,john.miller12@gmail.com,+1-852-374-5040,28,Female,2016-07-10,,0,Enterprise,Jyväskylä,36405,2016-10-08
317,Jane Jones,jane.jones86@yahoo.com,+1-883-243-4038,57,Male,2024-06-21,,0,Enterprise,Oulu,06096,2024-08-10
318,Jane Rodriguez,jane.rodriguez69@gmail.com,+1-580-295-1466,43,Female,2022-12-22,,0,Premium,Lahti,01182,2024-11-14
319,Michael Rodriguez,michael.rodriguez32@yahoo.com,+1-539-987-4391,70,Female,2015-03-20,2020-11-01,1,Basic,Turku,84514,2017-01-11
320,John Davis,john.davis20@gmail.com,+1-999-687-3318,33,Male,2019-12-19,,0,Basic,Lahti,99915,2022-06-08
321,Sarah Brown,sarah.brown39@example.com,+1-266-365-2598,38,Other,2023-11-12,,0,Basic,Tampere,54437,2023-11-17
322,Emily Garcia,emily.garcia99@yahoo.com,+1-945-806-4081,75,Other,2018-06-06,2019-08-08,1,Premium,Kuopio,58340,2024-02-03
323,Linda Garcia,linda.garcia1@gmail.com,+1-301-726-2685,18,Male,2018-05-18,,0,Free,Pori,73298,2020-02-23
324,Alex Rodriguez,alex.rodriguez46@hotmail.com,+1-501-306-6081,39,Female,2023-01-02,,0,Basic,Oulu,43215,2024-01-30
325,Laura Williams,laura.williams17@yahoo.com,+1-925-403-8691,37,Female,2023-07-27,2024-10-18,1,Enterprise,Lahti,37919,2023-11-06
326,Jane Garcia,jane.garcia79@yahoo.com,+1-383-394-8464,53,Female,2024-12-02,,0,Premium,Pori,09941,2025-01-05
327,Emily Williams,emily.williams55@hotmail.com,+1-776-852-1008,75,Other,2018-11-07,,0,Free,Pori,04771,2022-04-26
328,Alex Miller,alex.miller70@example.com,+1-662-254-7447,52,Male,2016-01-27,,0,Free,Pori,95078,2018-07-19
329,Robert Garcia,robert.garcia78@yahoo.com,+1-521-817-6068,63,Other,2022-10-29,,0,Basic,Lahti,47471,2024-05-11
330,Michael Smith,michael.smith55@yahoo.com,+1-709-830-9362,51,Other,2023-03-25,2025-03-21,1,Basic,Espoo,11561,2024-12-14
331,Jane Davis,jane.davis46@yahoo.com,+1-834-837-8291,70,Male,2022-01-29,,0,Basic,Helsinki,32149,2022-10-22
332,Linda Brown,linda.brown70@yahoo.com,+1-950-756-1057,43,Other,2019-07-29,,0,Premium,Espoo,14461,2024-09-03
333,Jane Jones,jane.jones4@hotmail.com,+1-522-746-7095,22,Other,2016-09-09,,0,Premium,Jyväskylä,89406,2018-08-01
334,John Jones,john.jones1@yahoo.com,+1-282-554-9014,48,Other,2021-09-14,,0,Basic,Tampere,19130,2021-11-29
335,David Williams,david.williams13@hotmail.com,+1-589-725-5760,27,Male,2023-10-31,,0,Enterprise,Helsinki,46031,2024-09-30
336,John Rodriguez,john.rodriguez99@example.com,+1-616-650-8925,80,Other,2016-03-11,,0,Enterprise,Turku,58790,2018-09-09
337,Sarah Garcia,sarah.garcia57@gmail.com,+1-731-265-1389,49,Female,2023-10-06,2024-07-05,1,Free,Helsinki,61753,2024-07-23
338,Laura Rodriguez,laura.rodriguez59@gmail.com,+1-557-577-4576,71,Male,2015-03-29,2018-03-31,1,Free,Oulu,68931,2021-03-13
339,Alex Smith,alex.smith11@gmail.com,+1-237-685-6667,55,Other,2015-05-26,2022-03-30,1,Enterprise,Oulu,72406,2019-05-18
340,Laura Jones,laura.jones38@example.com,+1-933-733-2231,65,Female,2024-07-13,,0,Premium,Helsinki,64710,2024-09-24
341,Sarah Davis,sarah.davis36@yahoo.com,+1-557-397-4321,68,Female,2019-04-01,2021-08-08,1,Enterprise,Helsinki,19155,2019-12-01
342,Robert Jones,robert.jones70@hotmail.com,+1-399-991-9805,55,Other,2022-07-07,,0,Basic,Lahti,94061,2022-11-07
343,Sarah Davis,sarah.davis59@hotmail.com,+1-540-303-5993,42,Other,2023-02-10,,0,Free,Espoo,72727,2024-04-27
344,Jane Williams,jane.williams74@example.com,+1-911-593-6223,73,Male,2019-07-19,2025-03-30,1,Premium,Helsinki,47256,2024-11-30
345,Emily Garcia,emily.garcia17@yahoo.com,+1-407-289-4903,43,Female,2018-09-01,,0,Basic,Tampere,46068,2020-10-02
346,Sarah Johnson,sarah.johnson30@gmail.com,+1-769-297-6269,62,Female,2020-05-20,,0,Basic,Helsinki,80244,2023-06-12
347,David Davis,david.davis22@example.com,+1-518-293-7336,76,Other,2015-08-15,,0,Premium,Turku,13610,2016-04-20
348,John Johnson,john.johnson45@example.com,+1-613-672-3077,53,Other,2015-04-06,2022-07-02,1,Basic,Vantaa,99443,2018-01-14
349,Sarah Williams,sarah.williams32@gmail.com,+1-740-328-5269,26,Female,2022-06-11,,0,Free,Turku,79954,2024-06-05
350,David Rodriguez,david.rodriguez51@gmail.com,+1-743-404-1464,44,Male,2015-08-13,2017-08-11,1,Premium,Jyväskylä,71671,2017-07-13
351,Jane Smith,jane.smith10@example.com,+1-898-613-9937,33,Male,2021-04-02,,0,Enterprise,Tampere,71700,2024-10-04
352,Emily Johnson,emily.johnson76@yahoo.com,+1-584-947-2463,61,Other,2020-11-24,,0,Basic,Espoo,23390,2024-08-19
353,John Wilson,john.wilson49@hotmail.com,+1-459-350-5999,34,Other,2020-07-23,,0,Free,Tampere,31410,2023-01-24
354,Sarah Williams,sarah.williams96@example.com,+1-465-244-7735,31,Male,2018-04-29,2024-07-10,1,Premium,Vantaa,91271,2021-03-20
355,David Brown,david.brown66@gmail.com,+1-306-644-5767,59,Female,2022-06-20,2024-10-03,1,Free,Pori,36643,2025-01-19
356,Alex Rodriguez,alex.rodriguez93@yahoo.com,+1-442-293-8815,68,Other,2022-12-31,,0,Enterprise,Espoo,53023,2023-09-14
357,Laura Williams,laura.williams57@example.com,+1-711-328-8621,54,Other,2018-10-09,2018-11-29,1,Basic,Kuopio,81745,2024-08-18
358,Alex Jones,alex.jones69@gmail.com,+1-495-430-6036,18,Male,2023-05-09,2024-07-13,1,Premium,Pori,50668,2024-07-27
359,Linda Miller,linda.miller43@gmail.com,+1-632-995-7644,49,Male,2023-10-31,,0,Enterprise,Vantaa,78133,2023-12-04
360,Alex Rodriguez,alex.rodriguez90@gmail.com,+1-200-851-5905,80,Other,2019-04-12,,0,Basic,Espoo,38286,2021-11-03
361,David Williams,david.williams35@yahoo.com,+1-614-958-3426,27,Other,2015-06-16,,0,Premium,Espoo,69183,2024-04-01
362,Sarah Garcia,sarah.garcia48@hotmail.com,+1-905-477-1540,79,Male,2015-03-03,2017-11-05,1,Basic,Pori,90074,2022-08-19
363,Robert Williams,robert.williams80@yahoo.com,+1-210-353-8232,63,Female,2015-03-22,,0,Free,Pori,77690,2015-11-13
364,Alex Brown,alex.brown99@hotmail.com,+1-742-426-2420,67,Female,2017-03-28,2022-06-26,1,Enterprise,Turku,90883,2024-10-01
365,Sarah Garcia,sarah.garcia42@yahoo.com,+1-650-913-8994,49,Other,2019-01-16,,0,Enterprise,Lahti,03982,2021-03-08
366,Michael Garcia,michael.garcia58@gmail.com,+1-795-255-5470,67,Female,2025-03-25,,0,Basic,Pori,22775,2025-04-08
367,Emily Smith,emily.smith96@example.com,+1-527-204-5141,48,Male,2021-02-10,,0,Free,Helsinki,39459,2023-03-22
368,Michael Johnson,michael.johnson37@gmail.com,+1-925-361-6926,80,Male,2016-04-10,,0,Free,Helsinki,64159,2019-10-29
369,David Wilson,david.wilson47@example.com,+1-647-443-3131,40,Male,2016-11-28,,0,Free,Tampere,26792,2019-04-04
370,Laura Williams,laura.williams70@gmail.com,+1-218-973-8594,76,Other,2019-12-03,,0,Free,Vantaa,08512,2024-02-21
371,Jane Johnson,jane.johnson20@gmail.com,+1-753-424-4892,58,Male,2016-12-05,2020-10-18,1,Premium,Pori,79902,2017-05-05
372,Laura Garcia,laura.garcia29@hotmail.com,+1-894-304-4519,29,Male,2016-07-08,2020-08-27,1,Enterprise,Vantaa,91253,2019-01-16
373,Alex Wilson,alex.wilson42@example.com,+1-942-940-5134,22,Female,2015-06-10,2020-10-25,1,Premium,Pori,32227,2016-10-14
374,Sarah Miller,sarah.miller31@example.com,+1-573-231-7973,69,Other,2022-09-13,,0,Premium,Oulu,20559,2024-10-22
375,Michael Wilson,michael.wilson31@gmail.com,+1-537-956-1328,51,Male,2015-10-17,,0,Enterprise,Vantaa,92035,2018-12-25
376,Emily Rodriguez,emily.rodriguez73@example.com,+1-663-879-1350,52,Female,2015-07-14,2024-05-03,1,Basic,Vantaa,51473,2021-02-23
377,Alex Davis,alex.davis58@gmail.com,+1-875-388-3306,79,Female,2022-12-13,,0,Free,Lahti,75829,2023-03-21
378,Emily Jones,emily.jones38@hotmail.com,+1-701-853-4259,60,Female,2019-05-22,,0,Enterprise,Pori,55923,2024-10-22
379,John Brown,john.brown37@yahoo.com,+1-936-996-8313,47,Female,2017-10-30,,0,Premium,Pori,30600,2020-08-03
380,Laura Williams,laura.williams28@gmail.com,+1-763-621-8032,53,Female,2016-04-10,2023-11-18,1,Basic,Lahti,52279,2017-03-18
381,Jane Garcia,jane.garcia11@yahoo.com,+1-218-253-5889,60,Male,2015-09-12,2017-12-03,1,Free,Kuopio,40745,2022-08-30
382,Michael Williams,michael.williams6@gmail.com,+1-769-386-6666,48,Other,2017-04-27,,0,Enterprise,Oulu,92569,2017-06-28
383,Robert Brown,robert.brown79@hotmail.com,+1-723-657-8227,40,Other,2017-09-03,,0,Free,Jyväskylä,20712,2018-05-10
384,Emily Rodriguez,emily.rodriguez2@hotmail.com,+1-519-419-6639,36,Other,2024-03-29,,0,Basic,Lahti,19491,2024-09-06
385,Michael Johnson,michael.johnson75@hotmail.com,+1-569-228-5831,72,Other,2018-12-05,,0,Basic,Espoo,72610,2024-02-21
386,Linda Davis,linda.davis27@example.com,+1-727-729-7923,59,Male,2022-03-02,,0,Free,Turku,96518,2022-05-28
387,Sarah Rodriguez,sarah.rodriguez81@gmail.com,+1-260-614-6091,41,Other,2021-10-16,,0,Basic,Tampere,92383,2024-05-29
388,Linda Miller,linda.miller93@example.com,+1-313-372-6827,34,Male,2020-07-23,,0,Free,Espoo,93214,2023-05-19
389,Laura Miller,laura.miller16@example.com,+1-212-954-8258,33,Female,2023-07-20,2024-03-03,1,Free,Pori,13572,2023-08-18
390,Emily Wilson,emily.wilson7@hotmail.com,+1-824-788-5187,28,Other,2022-10-25,,0,Enterprise,Turku,80161,2025-02-06
391,Jane Rodriguez,jane.rodriguez36@yahoo.com,+1-775-546-6232,72,Female,2015-03-10,2020-11-12,1,Basic,Lahti,62847,2020-07-31
392,Michael Garcia,michael.garcia24@example.com,+1-515-558-2230,67,Other,2018-12-04,,0,Enterprise,Helsinki,79501,2025-01-06
393,Jane Wilson,jane.wilson73@yahoo.com,+1-723-651-9981,21,Female,2021-08-21,2022-10-15,1,Premium,Kuopio,04926,2023-05-01
394,John Miller,john.miller96@example.com,+1-655-774-3681,29,Other,2024-06-28,,0,Free,Helsinki,14101,2024-12-27
395,Emily Johnson,emily.johnson87@yahoo.com,+1-899-604-1232,30,Male,2017-11-13,,0,Premium,Turku,59512,2019-10-27
396,Laura Davis,laura.davis38@yahoo.com,+1-430-476-4039,39,Female,2025-01-29,,0,Enterprise,Oulu,86184,2025-03-04
397,Linda Miller,linda.miller35@example.com,+1-937-842-3719,21,Female,2022-11-08,,0,Enterprise,Helsinki,33302,2022-12-16
398,Michael Wilson,michael.wilson64@yahoo.com,+1-995-464-8267,25,Female,2019-12-22,,0,Enterprise,Helsinki,41095,2022-11-19
399,Laura Jones,laura.jones39@hotmail.com,+1-911-879-3114,49,Other,2015-08-26,2020-06-09,1,Basic,Oulu,84587,2020-09-10
400,Michael Brown,michael.brown35@yahoo.com,+1-204-798-9573,30,Male,2016-06-27,,0,Enterprise,Pori,18108,2022-10-01
401,Robert Davis,robert.davis23@gmail.com,+1-756-624-3494,49,Female,2022-03-01,2023-08-19,1,Free,Jyväskylä,24590,2023-05-18
